file,start_verse,end_verse,content
Ops/014.html,129,135,"The Ploughing Festival [vv. 129-135] The Ploughing Festival [vv. 129-135] When it was time for the King's Ploughing Festival, the city was decked out like a city in Heaven, and the delighted people in their finery assembled at King Suddhodana's supreme residence. With his body adorned, at the head of the people, having taken his son, who was adorned with many adornments, like Sakka the Lord of the Gods at play, that Master of Men went to the Ploughing Festival. Having laid the Bodhisatta at the root of a certain Rose Apple tree, which was surrounded with a glorious and charming screen, the nurses went outside to watch the Festival. While sitting on that pleasant couch at the root of that glorious, canopied Rose Apple tree, which was resplendent with golden stars and so on, taking the opportunity, the Hero attained meditative absorption. Having seen him sitting there like a golden statue, and the Rose Apple tree's shadow standing still, the nurses said to the King: “Such is the wonderful nature of your son.” After hearing this about him whose face shone like a clear moon, and whose eyes were like lotuses, he announced: “This is the second time I pay my respects to him”, and with his head he paid his respects at his son's feet. This and countless other wonders occurred in the world, but through fear of extending this book, I have shown only a few, and in brief."
Ops/015.html,136,141,"The Palaces [vv. 136-141] The Palaces [vv. 136-141] In that place there were three palaces decorated with variegated jewels, having manifold lodgings with decorated canopies. They were many-storied, adorned with rows of stairs, decked out and suitable for the three seasons. There were a multitude of rays around their turrets, which in their glory put the eternal rays around the turrets of the Palaces of the Gods to shame, and as the rays of the sun illumine the lotus-groves, so these illuminated the lotus-like faces of the people. Near the many bejeweled walls, the women ornamented their slender bodies, without the help of mirrors. There was a decorated, whitewashed rampart enclosure similar to Mount Kailash, which brought pleasure to the eyes, and moats, which always had countless lotuses, like large sapphire bracelets adorned with many treasures. Therein the Sole Seer of the Three Worlds lived and, after attaining maturity and enjoying pleasant sensual pleasures, one day he went along the main path to play in the garden."
Ops/016.html,142,158,"The Signs [vv. 142-158] The Signs [vv. 142-158] While going along the path, he saw an old man, a sick man, and a dead man, and he lost his attachment to the three realms of existence. On the fourth occasion he saw the delightful form of a renunciant, and delighting in it the Famous One went to a beautiful and delightful garden, which, like the Nandana Wood in Tāvatiṁsa Heaven, was adorned with many blossoming trees, and the birdsong of a multitude of peacocks and so on. There the Lord of Men, like the Lord of the Gods Sakka at play, delighted in the sensual pleasures of the delightful music, dance and song of the beautiful Feminine Divinities. While sitting on his radiant seat, after crossing his legs, he thought about how he would be able to adorn his body. Then the Master of the Gods Sakka, having understood his thoughts, said this to Vissakamma: “Please go and adorn Siddhattha.” Hearing that command Vissakamma approached him and wrapped the Famous One's beautiful head with ten thousand cloths. He also beautified his body, which was glorious with rare and extraordinary signs, with many superb ornaments, and with the sweet perfume of flowers, sandalwood, and so forth. Adorned by Vissakamma, he sat there on a spotless flat slab of stone, surrounded by beautiful Feminine Divinities, and shone like Sakka, the Master of the Gods. A message was sent by Suddhodana, the Lord of Men saying: “My son! A son has been born to you!” The Supreme Man, after hearing this and exclaiming: “Today Rāhula, a bond, has been born to me!” at once went to the beautiful city of Kapilavatthu, which was furnished with all sensual pleasures. Then Kisāgotami, standing on the top floor of the palace, having seen the Prince shining like the sun, said this: “Those to whom this Hero is a son, she who is the wife of this one complete in virtue, all of them are truly satisfied forever.” He heard the pleasant utterance, and full of the joy that had arisen in his heart, he proceeded to his home, and after removing his delightful pearl necklace from his neck, he send it to her. Then ascending his beautiful palace, which was like Sakka's palace Vejayanta, he sat down like Sakka the King of the Gods on his couch. Beautiful women like Feminine Divinities surrounded him and performed various songs and dances. But the Hero, greatly delighting in the thought of renunciation and being detached from the five strands of sense pleasure, did not delight in those songs and dances."
Ops/017.html,159,173,"The Great Renunciation [vv. 159-173] The Great Renunciation [vv. 159-173] The Great Champion, the Master of the Earth, after lying down, reposed a little on the couch, then he folded his legs crosswise. While sitting there he saw the change in the condition of the women who had fallen asleep, and fearful of continued existence, he thought: “I will renounce the world now”. He approached the doorsill, and called Channa, his attentive, well-controlled, faith-inspiring, highly meritorious friend and councillor, who had placed his head on the beautiful threshold and was reposing, with the thought: “I will hear the Hero if he calls me”. The Bodhisatta said this to Channa: “Prepare the horse named Kanthaka and bring him here”. Channa accepted the order that was given by the Bodhisatta, and after going from there and preparing the horse, he quickly brought him. Having understood he was being prepared for the Bodhisatta's Great Renunciation that noble horse, while being harnessed by Channa, neighed excitedly. That noise went out and spread over the whole city, but the Hosts of Gods in the city allowed no one to hear it. Then that Good Man thought joyously: “I will first see my son and afterwards depart and become a Buddha.” Therefore he went to his wife's apartments, placed his foot on the threshold, and looked inside. On a couch, which was bestrewn with flowers, like Sakka the Lord of the Gods’ couch, lay Mother Yasodharā together with his son. The Sole Leader of the World, having seen that, thought thus: “If I, having removed her Majesty's arm, would take my son, she might wake and, through her great love, put an obstacle in the way of my departure. After becoming a Buddha I will return and see my son.” Then the Ruler of Men descended from that place. Yasodharā, with her well-formed face and lotus-like hands and feet, her laughing, bubbling, bright eyebrows, her eyes like blue lotuses, who was like the full moon, and very desirable - who would be able to abandon enjoying possession of her body, apart from the Hero, standing on perfection's heights?"
Ops/018.html,174,203,"The Departure [vv. 174-203] The Departure [vv. 174-203] “Sire, I have brought the horse, now is the time, O Best of Charioteers,” so said Channa to the Famous Protector of the Earth. Then the Master of the Earth, after hearing the word spoken by Channa, descended from the palace, went to Kanthaka, and said this to him: “Delighting in the welfare of all beings, Kanthaka, carry me today for this one night, and having become an unsurpassed Buddha, I will carry the world with its men and Gods, across the ocean of existence, which is a great repository of terrors such as old-age, sickness and death.” Having said this, he mounted the white horse, and with Channa holding his tail firmly, the One of Great Strength, having come close to the main gate, thought thus: “If the door is not opened by anyone, then together with Channa holding on to the tail, I will grip Kanthaka with my thighs, and jump over this tall, beautiful wall and depart.” Channa, who was endowed with firm strength, and Kanthaka the supreme horse, both thought of overcoming the wall in the same way. Then, having understood the Bodhisatta's mind, the Gods who were in possession of the door, rejoicing in the auspicious departure, opened the door. Then Māra the Murderer thought: “This Siddhattha, the one who has accomplished his aim, I will make one who has not accomplished his aim,” and after going up and standing in the firmament he said this to him: “Do not renounce the world, Great Champion, seven days from now the divine Wheel Treasure will certainly appear to you.” The Murderer speaking thus, the Famous One said this to him: “Who are you?” and Māra showed himself. “Māra, I know my divine Wheel will appear! But you must go! Do not stand here! I have no need of Sovereignty, for, after making the whole of the ten-thousand world system resound, I will become a Buddha, the Sole Leader of the World.” The Great Being said this and Māra, being unable to accept the utterance, vanished right there and then. By saying this to the Wicked One he gave up the glory of the Universal Monarchy, as though it were a lump of spit in the early morning. The Gods, bearing a thousand jewelled torches went to worship him, and having gathered in that place went before and behind him, and on both sides. The Lesser Divinities worshipped him right there, while a truly great army of Gods, delighting in play, like a shower of flowers raining down from the sky, came there from the ten-thousand world-systems, and, being greatly elated, they wandered around to and fro with their supremely subtle bodies. The speedy noble-bodied kings of horses, going along that charming path, which had fragrant and excellent flowers and sweet incense powder, and golden flags and so on blazing forth, were impeded by the mass of flowers and were unable to go quickly. While the great festival was continuing on the delightful path in this way, going thirty leagues along the road for the rest of the night, and reaching the bank of the river Anomā, he descended from the back of the horse onto the spotless, cool, sandy ground, and resting, he said: “Channa, take this horse and the things that were brought and go back to the city.” Having said this, while standing in that place, the Great Champion, with a very sharp sword cut off his fragrantly perfumed top-knot, and threw it into the sky. Sakka, the Thousand-Eyed One, desiring to worship it, rose into the sky and received the Hair Relic in a charming, golden casket, and installed it in the spotless Tāvatiṁsa Heaven, in the top of the Crest-Jewel Shrine, which was about a league in height, made of sapphire, and was such as brings joy to the eyes. Having taken the eight requisites of a monk which had been brought by the Supreme Divinities, he also threw his excellent clothes into the sky. A Great Divinity caught them and made a delightful twelve-league high Clothes Shrine in the Heavenly world. Then, after going to the Anupiya mango grove, and spending seven days there in the bliss of having gone forth, he went thirty leagues along the road in just one day, and reached Rājagaha and went out on alms-round."
Ops/019.html,204,211,"Rājagaha [vv. 204-211] Rājagaha [vv. 204-211] Because of the Bodhisatta's radiance the walls and gates, which were made of sapphire rock, appeared like a golden mountain. The mass of the people having seen him, became greatly excited, and asked: “Who is this? Is it a God, a Supreme Divinity, a Devil, or a Demon?” and so forth. Having entered the city and gathered just enough food for sustenance, looking just a yoke's distance ahead of him he went along the Royal Highway. The people were disturbed by him, just as the ocean that was churned with Mount Meru as a churning stick was disturbed. Then having gone to Mount Paṇḍava, and sitting in its shade on a delightful piece of land, he began to eat his mixed-up and soiled food, and the Hero of Great Strength only managed to prevent himself from vomiting through the power of his reflection. After he had eaten, King Bimbisāra approached and offered the Kingdom countless times to the Best of Men, but he refused it. Then he was begged by the King, saying: “Having become an unsurpassed Buddha, please teach me the Dhamma.”"
Ops/020.html,212,219,"Sujātā [vv. 212-219] Sujātā [vv. 212-219] The Hero gave his promise to the Ruler of Men and approached the place for his striving. After going through extraordinary difficulties, and seeing that nothing came of it, and consuming material food and drink he regained bodily strength. Then like a God he reached the root of the Goatherder's Banyan tree. While the Brilliant One was sitting facing the East, through the radiant colour of his body, the Banyan tree became golden-coloured. A beautiful lady named Sujātā, who was wishing for success, took a golden bowl with milk-rice on her head, thinking: “I will straight away give an offering to the excellent Spirit of the Tree who has taken up residence in this place.” Then, after seeing the Supreme Man, and thinking: “This is the Tree Spirit!”, with her heart uplifted she gave the bowl of rice to the Excellent One, and said: “Sire! In the same way as my hopes have been successful, may yours also succeed.” After saying this, the noble lady left that place. Then that Noble Sage, took the bowl of rice and went to the bank of the river Nerañjarā, and ate that excellent food, and after his meal he cast the delightful bowl into the stream and it miraculously floated upstream."
Ops/021.html,220,241,"The Bodhi Tree [vv. 220-241] The Bodhi Tree [vv. 220-241] The Excellent One approached the grove, which was like the Lord of the Gods’ Nandana Grove in Tāvatiṁsa Heaven, a grove shining with rows of full-blossoming Sal trees, which stole away the people's minds and eyes, and having spent the day in that place, in the evening-time, with the grace of a lion he went to the Bodhi Tree. The Lord of Men set out along a wide road which had been prepared by the Divinities, Gods and semi-divine beings. The twice-born brahmin Sotthiya, a grass collector, having seen him, offered him a handful of grass to be used as a seat. As the Supreme Man was going along, blue water-lilies, lotuses, and other flowers fell like showers of rain from the sky; the sky was filled with a great deal of charming fragrant incense made of sandalwood, glorious jewelled umbrellas, and charming golden flags. In the sky thousands of Gods sporting garments that they were waving about beat the Gods’ musical drums, and countless chants were sung by Feminine Divinities; and delightful semi-divine beings with delightful limbs performed delightful dances and songs in countless delightful ways. Then the Sole Leader of the Three Realms of Existence, the Famous One, as the great festival was continuing like a great torrent, took the grass and proceeded to the vicinity of the Lordly Bodhi Tree. The Supreme Man, the Hero, after circumambulating the Bodhi tree, which was like the top of a silver mountain covered in coral and sapphire, while standing on firm ground on the Eastern side of the tree, threw a fistful of grass, and at once there was a fourteen-cubit seat. Then the One of Great Wisdom, having seen that wonder, thought: “Let my flesh, blood, bones, muscles and skin dry up, but I will surely never give up the effort to attain Awakening.” Then the Great Champion, the Supreme Man, sat in that place in cross-legged position facing the East. At once Sakka the Lord of the Gods, having taken the Gods’ conch, which was more than two thousand cubits in height, stood there sounding it. The Supreme Divinity Sahampati stood there like a second full-moon, holding aloft a three-league high white umbrella. Suyāma, the Ruler of the Gods, stood there slowly fanning a charming three league high chowrie. The God Pañcasikhā stood there playing many different melodies on a beluva-wood lute he had taken up. The King of the Demons Kāla stood at the head of the dancing-girls singing songs of praise, and thirty-two princesses stood there worshipping with a golden casket full of divine flowers they had taken hold of."
Ops/022.html,242,266,"The Defeat of Māra [vv. 242-266] The Defeat of Māra [vv. 242-266] Then, as this great festival with the Lord of the Gods and his hosts was proceeding, the Wicked Māra thought thus: “So this successful prince Siddhattha wishes to escape from my sphere of influence, straight away I will make him unsuccessful”, and he created a thousand broad and terrible arms, and collected various blazing weapons with them, and mounted the charming and fierce tusker called Girimekhala, who was one hundred and fifty leagues in extent. Then, surrounded by his army, which had many faces, fire-coloured hair, broad red circular protruding eyes, terrible lip-biting mouths, snake-like arms, and various weapons, he approached that place, and while roaring a most terrible roar, he ordered: “Seize and bind Siddhattha”; and with the sight of that the hosts of Gods were put to flight, like cotton that has arisen in a violent wind. Māra the Murderer first made a fierce and noisy wind like a deep roaring storm-cloud, but was not able to move even a corner of his robe with it; then he made fall a terrible and awful rain, like the heavy rain at the dissolution of the world, but not even a drop of water was able to fall near the Incomparable One; then having seen that wonder, with a very sad face, he caused to rain down, an extremely terrible fire like fiery great rocks, ashes and mud, a torrent of weapons like rain, a torrent of blazing charcoal, and sand like rain; but all of these after falling from the sky through the strength and power of Māra, into the vicinity of him who had reached the peak of merit, changed into garlands of flowers. Then, having made a supremely awful darkness, like the darkness between the worlds, the One of Wicked Character only beheld a mass of exceedingly beautiful light that arose and shone from the Bodhisatta's body like a hundred risen suns destroying the darkness of delusion. Then, his face altogether red with anger, with a frowning appearance, having an extremely fearsome, deformed appearance, he let fly his most excellent and extremely sharp Wheel-Weapon, which could surely split into pieces Meru the King of mountains, as though it were the soft stem of a palm tree, but with the approach of that weapon he was unable to do anything to that Mine of Virtue. Rather, having ascended into the sky from that place, it became a sunshade made of flowers over his head. And the great many blazing rocky peaks which were hurled at him, having fallen from the sky, became garlands of flowers. Having seen that, Māra grieved and having approached the vicinity of the Hero, he said: “This unconquered seat has come to me, rise from this seat!” Then the Devout One, who had done many good and meritorious deeds said: “Māra, you said you have earned this seat, who is your witness?” Called upon like this the Wicked One stretched forth his hand towards his army and said: “All these are my witnesses!” and with a terrible roar of “I am witness, I am witness”, he made them declare their witness. Then he addressed the Bodhisatta thus: “Who is your witness, Siddhattha?” Then that Incomparable One said: “Here, Māra, I have no sentient witnesses,” and he withdrew his shining right hand from his beautiful dyed robe, like golden lightning emerging from a glittering cloud, and pointed towards the earth - the earth which had witnessed his perfections - and said: “Why are you so silent now?” and having made the earth resound and roar countless hundreds of times, like a roaring storm-cloud, with the elephant-like strength of a Buddha, he brought the elephant Girimekhala to his knees. Having seen that, Māra having a very sad face, thought: “Now, let him have it, now let him have it!” and like a broken-toothed snake with its arrogance destroyed he abandoned his countless weapons, clothes, and ornaments, and fled with his army as far as the Cakkavāḷa mountain on the edge of the universe. The hosts of Gods, after seeing Māra's army fleeing in fear and grief, spoke thus: “This is the defeat of Māra, and the victory of Prince Siddhattha!” They rejoiced and worshipped the Hero with fragrant perfumes and so on, and returned to their abodes with countless shouts of righteous praise, clad in festive clothes."
Ops/023.html,267,271,"The Perfect Awakening [vv. 267-271] The Perfect Awakening [vv. 267-271] The Hero of Great Strength defeated the strength of Māra, and while the sun continued to shine, he sat down on the immoveable seat. The Supreme One purified his knowledge of former existences in the first watch of the night, and the divine-eye in the middle watch, and having dived into that part of knowledge which deals with Conditional Origination in the last watch, he meditated on it in countless ways. At the rise of dawn the lotus-eyed Perfect Sambuddha made the hundred world elements resound, awoke completely, and after becoming a Buddha, with great joy he uttered this matchless exalted utterance: Through countless births in Saṁsāra I have wandered without finding The house-builder I was seeking: Born and suffering again and again. O house-builder, now you are seen! You will not build the house again: All your rafters have been broken, And the ridgepole has been destroyed, My mind has reached the unconditioned, And craving's end has been achieved. (Dhp. 153-154)"
Ops/024.html,272,280,"Part Three: The Present Time [vv. 272-457] Part Three: The Present Time [vv. 272-457] The Seven Weeks [vv. 272-280] Having considered in countless ways the virtues of that seat, thinking: “I will not rise from this seat just yet,” in the first week the Teacher sat right there on that immovable seat for seven days, and attained the countless ten hundred million attainments. Then some Divine Beings had doubts thinking: “Perhaps there is something more for the Famous Hero Siddhattha to do, therefore he does not abandon his place on the seat.” Having known their thought, and to appease that doubt, He of Peaceful Mind, the golden-skinned Light-Maker, the Protector, rose like a golden-swan ascending into the sky, and performed the Double Miracle, and with this Miracle he thus completely appeased the Divine Beings’ thought. In the second week he stood for seven days worshipping the Bodhi Tree and the Victory Seat with his unblinking lotus-eyes; in the third week he walked in that excellent walkway, which had treasures, and was resplendently beautiful; and in the fourth week the Pure One thought about the Pure Dhamma in the delightful Treasure House. In the fifth week at the root of the excellent Royal Goat-Herder's Tree he caused the spotless lotus-like faces of Māra's daughters to wither completely; then in the sixth week at the root of the Mucalinda Tree he awakened the pure lily-like thoughts of the Coiled Lord of Snakes. In the seventh week the Devout One, with a pleasing appearance, experienced the bliss of attainment at the root of the Kings’ Stead Tree - and so he spent the first forty-nine days after his Awakening."
Ops/025.html,281,303,"The Divine Request [vv. 281-303] The Divine Request [vv. 281-303] After making use of the pure water brought from the Anotatta lake in the Himālayas, the tooth-cleaner made out of betel wood, and the yellow myrobalan medicine brought by Sakka the Lord of the Gods, the Bodhisatta accepted the milk-rice and honey-balls brought by the merchants in the bowl offered by the Great Kings. At the end of his meal he went to the root of the Goat-Herder's Tree and recalled the profundity of the Dhamma he had understood thus: “This Dhamma which has been understood by me is deep and peaceful like the mass of water borne by the earth,” and so on. While the King of the Dhamma was reflecting mindfully on the deep nature of the Dhamma thinking: “While I was practising with great effort and thinking to penetrate this Dhamma, to those who came forward and requested it, I cut off my head, delightfully decorated as it was with a top-knot, and other decorations, and gave it to them; I rooted out my collyrium-annointed eyes, and removed my flowing blood. Then through giving away my beautiful, splendid wife, and my son, the light of his family's lineage, there was nothing known as a gift that I had not given, and no virtue that was not preserved. Thus, fearing a break in my virtuous practices, I sacrificed my life in my existences as Saṅkhapāla and at other times; and in countless existences which I attained such as Khantivādī, with the cutting off of my limbs and so on, there was no perfection I left unfulfilled. When Māra's army was destroyed by me the earth did not shake, and nor with the Remembrance of Past Lives, in the middle watch when I purified the Divine Eye it did not shake, but in the last watch when I penetrated Conditional Origination, instantaneously, as though giving a round of applause, while releasing a great roar, the earth shook. Like a gourd filled with rice-gruel, like a pot full of buttermilk, like a hand besmeared with collyrium, like a cloth soaked with grease, this world, filled with a mass of defilements, defiled and excited by passion, corrupted by anger, confused with very strong delusion, is a place for the production of a great deal of ignorance. What is the name of the one who will penetrate this Dhamma? What is the use of preaching to him?” Thus in this way the Protector became one lacking the energy to give the Ambrosial Dhamma to the people. Then the Supreme Divinity Sahampati, after emitting the following great shout: “The world is surely perishing! The world is surely perishing!” immediately took a host of Gods and Supreme Divinities from the hundred world-elements, and drew close to the Teacher. After approaching and placing his knee on the plain of the earth and stretching forth his hands in reverential salutation he said: “May the Fortunate One preach the Dhamma, may the Happy One preach the Dhamma; there are some beings with little dust on their eyes who are going to destruction from not hearing it, they will be able to understand the Dhamma”. Then, being requested by Sahampati in this way, the Victorious One, the lotus-faced Sambuddha, looked around the hundred world-elements with his Buddha-eye, and saw that many mortals had but little dust on their eyes. He then classified beings according to their capacity, shunned those incapable of understanding, and took those who were capable, and answered the hosts of Supreme Divinities with his radiant deathless words: “Now let the people present themselves as recipients of faith and I will fill them with the gift of the deathless and True Dhamma.”"
Ops/026.html,304,327,"The Rolling of the Dhamma Wheel [vv. 304-327] The Rolling of the Dhamma Wheel [vv. 304-327] Then the Buddha rose from the Goat-Herder's Tree, emitting the shining Buddha-rays, like the sun rising with great light into the sky over the mountain, like a shining and bright jewel-light. Then he rejoiced Upaka and so on, and gradually covered an 18-league road, which resounded with the sound of a host of bees active in the blossoming trees. So the Famous One went to the supreme Deer Park, which was continuously resounding with countless birds, and perfumed with the scent of blossoming lotuses. Then, in that place, the Group of Five ascetics, having seen the God of Gods, the Sole Protector of the Three Realms of Existence, the One who Sees to the End of the World, the Hero with beautiful limbs, the Lion King of Sages, the Happy One, counselled an evil counsel: “Friends! This ascetic, having enjoyed gross food and drink, now has a very beautiful complexion and a full body, we should not pay respects to him. However, he is born into a great lineage, is venerable, and has been a chief in the world, he is worthy of being offered a seat, therefore let us prepare a seat.” Then the Fortunate One, with keen intelligence, having understood their thoughts, destroyed their conceitedness with the fragrant breeze of his friendliness. And they, being unable to maintain their agreement, paid their respects to the Devout One, the Protector of the World. The sages, not knowing that the King of Sages had become a Buddha, all spoke to him using the term ’Friend’. Then, the Knower of the Worlds, the Protector of the World, addressed them saying: “Do not speak to the Teacher using the term ’Friend’. Monks! I am the Realised One, the Worthy One, the Perfect Sambuddha, the Supreme One”, and so he made known to them that he was a Buddha. Then he sat down on the beautiful seat they had prepared, and addressed with his Divine voice those elders adorned with the ornament of virtue. At that time, while surrounded by countless tens of millions of Supreme Divinities, he destroyed the blind mass of delusion, and showed them the light of his delightful Dhamma with his lotus-like intelligence, and set rolling the Dhamma-Wheel with his radiant teaching. Thus in the battle-ground known as the Deer Grove, like a mighty king, the King of the Dhamma, took up the delightful sword-like teaching with the hand of wisdom, and cut down the defilements, which, like an enemy, always work for the great harm of the people, and beat the victory drum of the Dhamma, raised its very difficult to attain flag of victory, and established its supreme victory pillar. The Safety-Maker, a charming sight while going along, became the Sole King of the World, delighting in the World's welfare, and desirous of leading all people to the City of Nibbāna, he liberated them from the vast bondage of Saṁsāra. Reaching the road to Uruvelā, which was like a road in Heaven, like the top of Meru, the Golden Mountain, and making thirty of the august group of young princes drink the supreme elixir of the three deathless paths, and giving them the supreme going-forth, the Sambuddha sent them off saying: “Monks, walk on pilgrimage for the welfare of the world.” Then reaching Uruvelā, he cut off the inner tangle and the outer tangle of the tangled-haired ones, and made them attain the high road. The Supreme One, surrounded by those Free from the Pollutants, like the moon surrounded by the stars, greatly beautified the clearirngs in all directions with the supreme ornament of his six-coloured rays, which satisfied even the eyes of the birds."
Ops/027.html,328,338,"King Bimbisāra [vv. 328-338] King Bimbisāra [vv. 328-338] Remembering the promise he had given to the famous King Bimbisāra - an abode of virtue who stood out in the noble line of kings - and wishing to fulfil it, he went to the garden called the Staff Wood, which was ornamented with countless trees, groves, and dancing peacocks. King Bimbisāra, having heard of the Great Seer's coming, adorned with the ornament of joy and happiness, surrounded by his great ministers, went to that garden and beautified the hair of his head with the lotus-like feet of the Teacher. Then, while sitting, he gave to Bimbisāra the Deathless waters of the True Dhamma. Resplendent with the great beauty sung of by Sakka the King of the Gods, the Famous One, who is honoured by Gods and Angels, went to fair Rājagaha, which was like the Lord of the Gods’ city, and was led to the King's house by the King himself. Then at the end of the meal, the Best of Men, making the great Earth shake, accepted the fair Bamboo Grove Monastery, which was resplendent with full-flowering kingly trees that brought pleasure to the eyes. The Lord of Sages, having made a fence out of his mass of pure and excellent moral practice, and raising the brilliant sceptre of concentration, while whirling about the supremely sharp and auspicious arrow of his vast Buddha-knowledge, was respected by Gods and men. The Protector of those without protection, who was beautiful like a golden effulgence, having charming lotus-like feet, pure lotus-like eyes, delightful jasmine-like teeth, who was an ocean of precious virtues, with a gentle moon-like face, dwelt as he liked in that supreme dwelling place, which was situated in a large, pure, creeper-covered arbour, on a mass of white sand which decorated the earth, which had fragrant flowers, the perfume of which was spread about by a gentle breeze, and which was adorned with various lotus flowers in the nearby lake."
Ops/028.html,339,355,"Kāludāyī [vv. 339-355] Kāludāyī [vv. 339-355] Then King Suddhodana heard: “My child has attained supreme and Perfect Awakening, and, desiring the welfare of the world, has set the True Dhamma wheel rolling, and recently has been living in the delightful Bamboo Wood, and depending on Rājagaha for support.” Then desiring to see his own son, who had become a Buddha, nine times sent nine ministers accompanied by nine thousand warriors into the presence of the Great Seer. They went, but after hearing the Dhamma-King's incomparable preaching, and obtaining the supreme benefit of Nibbāna, they forgot to give the message. Seeing that not even one of them returned King Suddhodana summoned his great minister Kāludāyī, {4} who always greatly delighted in the thought of the going-forth ordination, and said to him: “Carry away my great treasure of a son by whatever means, and delight my eyes by bringing him into my presence.” Then he sent him also, together with a thousand warriors, and having gone with that group, after hearing the Teacher's beautiful preaching, he attained the road to Worthiness. Then after ordaining he worshipped that Best of Men with his hands at his head in reverential salutation, and said to the Sambuddha: “The season of Spring has produced colourful and delightful buds and foliage, a thousand delightful branches together with glorious, and deep-green coloured leaves, trees crowded with various extraordinarily fragrant and variegated blossoms, many very beautiful animals, and flocks of birds singing in the excellent groves. There are now countless delightful lakes, full of very blue and agreeable waters, which are decorated with very fragrant blue, white, bronze, and red lotuses, having unstained and extremely pearly white sandbanks, with a multitude of sweet-sounding grey geese, and a variety of trees along the banks. The banks themselves are resplendent with rows of flowers and blossoms, having plains covered with fresh and very green lawns, as though covered with pleasing lapis-lazuli, and skies full of light breezes. Reverend Sir! It is time to go to the Royal City called Kapilavatthu, which is prosperous with people having endless riches!” So in this way he praised the beauty of the road. The Happy One, after hearing this great praise, said: “Udāyī, why did you praise the beauty of this journey?” Then Udāyī said this to that Safety-Maker: “Reverend Sir, your father the famous and excellent King Suddhodana wishes to see you; let the Sole Protector of the World's Benefit, the Realised One, be of assistance to his relatives.” When He who delights in the World's Benefit had heard Udāyī's sweet utterance, He said: “It is good, Udāyī, I will indeed assist my relatives.”"
Ops/029.html,356,373,"The Visit to the Sākiyas [vv. 356-373] The Visit to the Sākiyas [vv. 356-373] Then, adorned with his red robe, like Golden Mount Meru, like the spotless, full moon surrounded by stars, the glorious and Victorious Buddha, together with twenty-thousand Arahats with their minds at peace, travelling along the road league by league for sixty leagues in all, within two months he arrived at the excellent city of his birth. The Buddha, whose face was shining like a pure lotus flower, luminous like a new sun having a hundred rays, with broad feet marked with the auspicious wheel, the abode of good conduct, the Sole Refuge of the Three Worlds, having a peaceful and excellent body, was worshipped by the Masters of the Earth beginning with Suddhodana, with full golden water-pots, pandals, perfumed smoke, and flowers, small bamboo drums, and so on, and with variegated umbrellas, flags, and yak-tail fans. The Lord of Sages, having reached that delightful and well-prepared city, which was decorated with sweet-smelling flowers and blossoms, crowded with broad terraces, having water-born flowers strewn over the pure waters of the tanks, resplendent with a multitude of pleasing and colourful peacocks, entered the delightful and supreme Banyan Tree Grove, which was decorated with noble and charming walkways, mansions, and creeper-covered pavillions. After pondering thus: “This Siddhattha is our son or our grandson” and so on, the Sākiyas with their inborn and stubborn pride, said to their children and Princes: “You may worship Siddhattha, but we will not worship him.” Having said that and placed them at the front, they sat down. Then the Tamer of the untamed, the Trained One, the Sole Eye of the Three Worlds, knowing their intention thought: “My relatives do not worship me, but I will now make them worship me”, and immediately after entering the fourth absorption, which is the basis for deep powers, and rising from that absorption, like a golden swan, the golden-coloured Light-Maker, that Noble Sage, ascended into the sky. While pleasing the eyes of all beings, being unlike others, and delighting greatly in that place, he performed the supreme Double Miracle, which was like the Miracle he had performed earlier at the root of the Gaṇḍamba Tree. Having seen that wonder, with the joy and delight that had arisen, the Sole Leader of the Sākiya Lineage, the Best of Men, King Suddhodana adorned his charming hair with the Teacher's lotus feet; and all the Sākiyas did likewise. The Hero, when the rain of flowers had finished, having made the delightful Dhamma-rain fall, raised up the minds of all beings on earth."
